stroke_team_id,stroke_type,admissions,proportion_of_all_with_ivt,proportion_of_all_with_mt,proportion_of_mt_with_ivt,proportion1_of_all_with_onset_known_ivt,proportion2_of_mask1_with_onset_to_arrival_on_time_ivt,proportion3_of_mask2_with_arrival_to_scan_on_time_ivt,proportion4_of_mask3_with_onset_to_scan_on_time_ivt,proportion5_of_mask4_with_enough_time_to_treat_ivt,proportion6_of_mask5_with_treated_ivt,lognorm_mu_onset_arrival_mins_ivt,lognorm_sigma_onset_arrival_mins_ivt,lognorm_mu_arrival_scan_arrival_mins_ivt,lognorm_sigma_arrival_scan_arrival_mins_ivt,lognorm_mu_scan_needle_mins_ivt,lognorm_sigma_scan_needle_mins_ivt,proportion1_of_all_with_onset_known_mt,proportion2_of_mask1_with_onset_to_arrival_on_time_mt,proportion3_of_mask2_with_arrival_to_scan_on_time_mt,proportion4_of_mask3_with_onset_to_scan_on_time_mt,proportion5_of_mask4_with_enough_time_to_treat_mt,proportion6_of_mask5_with_treated_mt,lognorm_mu_onset_arrival_mins_mt,lognorm_sigma_onset_arrival_mins_mt,lognorm_mu_arrival_scan_arrival_mins_mt,lognorm_sigma_arrival_scan_arrival_mins_mt,lognorm_mu_scan_puncture_mins_mt,lognorm_sigma_scan_puncture_mins_mt,proportion_of_all_with_mask6_and_ivt,proportion_of_all_with_mask6_and_mt
103,nlvo,322.0,0.124224,0.006211,1.0,0.630435,0.586207,0.957983,0.877193,1.0,0.385,4.508574,0.614231,3.592406,0.656973,3.589591,0.560698,0.630435,0.669951,0.966912,0.927757,1.0,0.016393,4.654439,0.693993,3.652422,0.725708,,,0.119565,0.006211
103,other,74.0,0.0,0.0,,0.702703,0.778846,0.975309,0.911392,1.0,0.0,4.559633,0.589009,3.387177,0.734302,,,0.702703,0.855769,0.977528,0.908046,1.0,0.0,4.665273,0.656366,3.440244,0.737642,,,0.0,0.0
103,mixed,487.0,0.132444,0.00924,1.0,0.650924,0.640379,0.965517,0.895408,1.0,0.356125,4.491911,0.626286,3.451907,0.683036,3.681275,0.558413,0.650924,0.725552,0.973913,0.926339,1.0,0.021687,4.631488,0.70349,3.516269,0.739625,,,0.128337,0.00924
104,lvo,46.5,0.430108,0.193548,0.666667,0.827957,0.909091,0.985714,0.927536,1.0,0.625,4.474418,0.461901,3.232746,0.849043,2.520921,0.913329,0.827957,0.922078,1.0,1.0,1.0,0.225352,4.489165,0.475126,3.26153,0.880084,4.614265,0.752572,0.430108,0.172043
104,nlvo,262.5,0.213333,0.028571,0.666667,0.830476,0.479358,0.990431,0.922705,1.0,0.570681,4.668185,0.446376,2.989082,0.885689,2.636511,0.912117,0.830476,0.561927,0.991837,0.946502,1.0,0.06087,4.814558,0.545233,3.035791,0.979121,4.558403,0.619757,0.207619,0.026667
104,other,31.0,0.0,0.0,,0.83871,0.615385,0.96875,0.935484,1.0,0.0,4.563327,0.405291,3.283778,0.705666,,,0.83871,0.711538,1.0,0.918919,1.0,0.0,4.716676,0.544771,3.289813,0.977507,,,0.0,0.0
104,mixed,340.0,0.223529,0.048529,0.666667,0.830882,0.550442,0.987138,0.925081,1.0,0.524648,4.613783,0.45194,3.073605,0.86725,2.60548,0.910803,0.830882,0.624779,0.994334,0.954416,1.0,0.089552,4.738851,0.545828,3.108231,0.963299,4.588196,0.682593,0.219118,0.044118
105,lvo,52.5,0.238095,0.028571,0.666667,1.0,0.533333,1.0,0.964286,1.0,0.462963,4.474311,0.483181,3.00233,0.820692,3.826419,0.438028,1.0,0.609524,1.0,0.90625,1.0,0.051724,4.632902,0.620181,3.047368,0.836844,,,0.238095,0.028571
105,nlvo,268.5,0.087523,0.003724,0.5,1.0,0.350093,0.946809,0.853933,1.0,0.309211,4.648172,0.462216,3.151857,0.956188,3.737003,0.434222,1.0,0.411546,0.954751,0.905213,1.0,0.010471,4.806707,0.572917,3.251196,1.009663,,,0.087523,0.003724
105,other,50.0,0.0,0.0,,1.0,0.64,0.921875,0.949153,1.0,0.0,4.582442,0.495297,3.135719,0.775217,,,1.0,0.64,0.953125,0.983607,1.0,0.0,4.582442,0.495297,3.218387,0.886791,,,0.0,0.0
105,mixed,371.0,0.097035,0.006739,0.6,1.0,0.415094,0.951299,0.894198,1.0,0.274809,4.602903,0.47609,3.120029,0.896533,3.768051,0.434572,1.0,0.47035,0.962751,0.919643,1.0,0.016181,4.733708,0.575332,3.206415,0.957971,,,0.097035,0.006739
106,lvo,41.5,0.204819,0.012048,0.0,0.759036,0.68254,1.0,0.837209,1.0,0.444444,4.700632,0.547861,2.96891,0.992366,3.767396,0.474859,0.759036,0.730159,1.0,0.978261,1.0,0.022222,4.757273,0.572026,2.939062,0.967341,,,0.192771,0.012048
106,nlvo,208.0,0.079327,0.0,,0.699519,0.453608,0.939394,0.83871,1.0,0.317308,4.673238,0.531795,3.206167,1.006098,3.737052,0.647952,0.699519,0.591065,0.94186,0.839506,1.0,0.0,4.908503,0.635508,3.450292,1.089422,,,0.079327,0.0
106,other,34.0,0.0,0.0,,0.735294,0.6,0.966667,0.931034,1.0,0.0,4.559409,0.524395,3.027145,0.877007,,,0.735294,0.66,0.969697,0.9375,1.0,0.0,4.661549,0.598874,3.131856,0.931685,,,0.0,0.0
106,mixed,283.5,0.088183,0.001764,0.0,0.712522,0.507426,0.956098,0.852041,1.0,0.293413,4.662326,0.533327,3.127628,0.985908,3.74696,0.592087,0.712522,0.621287,0.956175,0.879167,1.0,0.004739,4.848319,0.624239,3.309848,1.064121,,,0.08642,0.001764
107,lvo,70.5,0.35461,0.078014,0.818182,0.829787,0.752137,1.0,0.965909,1.0,0.564706,4.518656,0.452657,2.90898,0.815611,3.586756,0.784336,0.829787,0.846154,1.0,0.969697,1.0,0.104167,4.646212,0.561258,2.90949,0.874,,,0.340426,0.070922
107,nlvo,199.0,0.09799,0.002513,0.0,0.756281,0.475083,0.916084,0.854962,1.0,0.330357,4.682108,0.459074,3.381839,0.93847,3.905343,0.448622,0.756281,0.55814,0.952381,0.8625,1.0,0.007246,4.833868,0.560711,3.550379,1.034306,,,0.092965,0.002513
107,other,47.0,0.0,0.0,,0.808511,0.684211,0.980769,0.862745,1.0,0.0,4.533163,0.491942,3.059936,1.067597,,,0.808511,0.763158,1.0,0.948276,1.0,0.0,4.657605,0.59479,3.215764,1.140329,,,0.0,0.0
107,mixed,316.5,0.1406,0.018957,0.75,0.780411,0.572874,0.954064,0.892593,1.0,0.352697,4.603914,0.468395,3.166918,0.948186,3.725435,0.675064,0.780411,0.657895,0.975385,0.911672,1.0,0.038062,4.745249,0.572725,3.289005,1.044239,5.353862,0.298669,0.134281,0.017378
108,lvo,77.5,0.193548,0.025806,0.5,0.56129,0.885057,0.987013,0.960526,1.0,0.39726,4.71934,0.497998,2.550318,0.9954,3.662338,0.477759,0.56129,0.931034,1.0,0.962963,1.0,0.051282,4.768041,0.531881,2.597054,1.110133,,,0.187097,0.025806
108,nlvo,329.0,0.068389,0.00152,1.0,0.463526,0.563934,0.953488,0.871951,1.0,0.300699,4.781034,0.470172,2.839031,1.067,3.59731,0.438793,0.463526,0.688525,0.985714,0.913043,1.0,0.005291,4.941788,0.548606,2.952297,1.19501,,,0.06535,0.00152
108,other,63.5,0.0,0.0,,0.527559,0.820896,0.927273,0.980392,1.0,0.0,4.609708,0.555965,2.739728,0.90962,,,0.527559,0.910448,0.95082,0.965517,1.0,0.0,4.711594,0.613053,2.761398,1.052185,,,0.0,0.0
108,mixed,470.0,0.079787,0.005319,0.6,0.488298,0.662309,0.957237,0.914089,1.0,0.270677,4.734411,0.496149,2.746224,1.026522,3.623502,0.452707,0.488298,0.766885,0.982955,0.933526,1.0,0.01548,4.861915,0.563657,2.837133,1.159236,,,0.076596,0.005319
109,lvo,5.5,0.272727,0.0,,0.727273,0.75,0.833333,0.8,1.0,0.5,,,,,,,0.727273,1.0,1.0,0.75,1.0,0.0,,,,,,,0.181818,0.0
109,nlvo,57.5,0.13913,0.0,,0.634783,0.493151,0.944444,0.911765,1.0,0.516129,4.690667,0.589784,2.627976,1.312351,3.857473,0.533359,0.634783,0.60274,1.0,0.818182,1.0,0.0,4.876786,0.66783,2.939384,1.491942,,,0.13913,0.0
109,other,5.0,0.0,0.0,,0.7,0.714286,1.0,1.0,1.0,0.0,,,,,,,0.7,0.714286,1.0,1.0,1.0,0.0,,,,,,,0.0,0.0
109,mixed,68.0,0.139706,0.0,,0.647059,0.534091,0.93617,0.909091,1.0,0.45,4.701439,0.571638,2.620888,1.24844,3.806899,0.532981,0.647059,0.647727,1.0,0.824561,1.0,0.0,4.873567,0.643077,2.981004,1.471029,,,0.132353,0.0
110,lvo,102.5,0.263415,0.170732,0.542857,0.541463,0.837838,1.0,0.967742,1.0,0.577778,4.459905,0.496197,2.833899,0.877736,3.353342,0.590559,0.541463,0.927928,1.0,0.961165,1.0,0.272727,4.580791,0.60036,2.901245,0.876395,4.633947,0.538753,0.253659,0.131707
110,nlvo,301.0,0.089701,0.008306,0.6,0.45515,0.558394,0.96732,0.858108,1.0,0.401575,4.668307,0.527772,3.373401,1.107046,3.160844,0.898196,0.45515,0.678832,0.983871,0.885246,1.0,0.018519,4.844571,0.613322,3.501537,1.157596,,,0.084718,0.004983
110,other,52.5,0.0,0.0,,0.457143,0.770833,0.918919,0.882353,1.0,0.0,4.606154,0.503212,3.002664,0.964906,,,0.457143,0.791667,0.921053,0.971429,1.0,0.0,4.63969,0.537695,3.084405,1.066547,,,0.0,0.0
110,mixed,456.0,0.118421,0.04386,0.55,0.474781,0.65358,0.971731,0.898182,1.0,0.417004,4.591695,0.521275,3.145114,1.044921,3.258027,0.761053,0.474781,0.755196,0.981651,0.919003,1.0,0.101695,4.737676,0.611939,3.263438,1.098169,4.73819,0.756455,0.112939,0.032895
111,lvo,93.0,0.236559,0.026882,0.6,0.623656,0.758621,0.988636,0.977011,1.0,0.505882,4.382011,0.639795,2.671415,0.993825,3.365906,0.723752,0.623656,0.818966,0.989474,0.968085,1.0,0.054945,4.478698,0.706194,2.722123,1.033198,,,0.231183,0.026882
111,nlvo,304.5,0.077176,0.001642,1.0,0.464696,0.586572,0.96988,0.875776,1.0,0.333333,4.538061,0.543469,3.234244,1.117711,3.492151,0.531598,0.464696,0.696113,0.979695,0.901554,1.0,0.005747,4.722364,0.658768,3.364212,1.131485,,,0.077176,0.001642
111,other,60.0,0.0,0.0,,0.525,0.68254,0.953488,0.902439,1.0,0.0,4.447554,0.581382,3.42981,1.032597,,,0.525,0.761905,1.0,0.958333,1.0,0.0,4.562347,0.64641,3.600979,1.116625,,,0.0,0.0
111,mixed,457.5,0.099454,0.006557,0.666667,0.504918,0.642857,0.973064,0.910035,1.0,0.342205,4.47872,0.581215,3.092556,1.103659,3.431834,0.630299,0.504918,0.735931,0.985294,0.928358,1.0,0.019293,4.63169,0.677604,3.217969,1.145114,,,0.098361,0.006557
112,lvo,87.5,0.308571,0.022857,0.25,0.662857,0.758621,1.0,0.965909,1.0,0.576471,4.453894,0.687858,2.92429,0.789268,3.435847,0.603894,0.662857,0.853448,1.0,0.949495,1.0,0.031915,4.58953,0.755779,3.013473,0.847095,,,0.28,0.017143
112,nlvo,286.5,0.097731,0.001745,0.0,0.47993,0.625455,0.97093,0.832335,1.0,0.352518,4.701065,0.528856,3.383481,0.840185,3.524254,0.661308,0.47993,0.727273,0.97,0.902062,1.0,0.0,4.842798,0.604749,3.520929,0.919528,,,0.085515,0.0
112,other,81.0,0.0,0.0,,0.475309,0.61039,1.0,0.893617,1.0,0.0,4.636666,0.433977,3.428939,0.870352,,,0.475309,0.74026,1.0,0.929825,1.0,0.0,4.808971,0.545946,3.48754,0.899761,,,0.0,0.0
112,mixed,455.0,0.120879,0.005495,0.2,0.514286,0.655983,0.983713,0.880795,1.0,0.368421,4.620356,0.575154,3.256752,0.854974,3.48005,0.631544,0.514286,0.760684,0.983146,0.92,1.0,0.009317,4.76695,0.649626,3.371954,0.921931,,,0.107692,0.003297
113,lvo,59.0,0.381356,0.016949,1.0,0.822034,0.670103,1.0,0.923077,1.0,0.733333,4.519211,0.726177,2.645284,1.113653,3.158869,0.644366,0.822034,0.721649,1.0,0.957143,1.0,0.029851,4.601804,0.761288,2.710638,1.158415,,,0.372881,0.016949
113,nlvo,412.5,0.113939,0.0,,0.813333,0.438152,0.921769,0.848708,1.0,0.4,4.691117,0.589808,3.180918,1.169244,3.240155,0.662023,0.813333,0.527571,0.937853,0.864458,1.0,0.0,4.856881,0.652786,3.380281,1.259928,,,0.111515,0.0
113,other,64.5,0.0,0.0,,0.806202,0.605769,0.952381,0.933333,1.0,0.0,4.641188,0.586122,3.196063,0.96801,,,0.806202,0.701923,0.972603,0.929577,1.0,0.0,4.78433,0.65493,3.325484,1.028762,,,0.0,0.0
113,mixed,536.0,0.129664,0.001866,1.0,0.813433,0.483945,0.938389,0.873737,1.0,0.393064,4.657185,0.613714,3.095293,1.146866,3.213857,0.655086,0.813433,0.569954,0.95171,0.887949,1.0,0.004762,4.810298,0.673755,3.272954,1.233593,,,0.126866,0.001866
114,lvo,84.5,0.218935,0.011834,0.0,0.91716,0.451613,1.0,0.928571,1.0,0.569231,4.746558,0.429716,2.96237,0.915253,3.371223,0.777491,0.91716,0.529032,0.987805,0.91358,1.0,0.0,4.891042,0.532214,3.054411,0.915599,,,0.218935,0.0
114,nlvo,302.0,0.087748,0.0,,0.933775,0.303191,0.964912,0.921212,1.0,0.322368,4.735425,0.529039,3.193943,0.730874,3.142961,1.030121,0.933775,0.406028,0.9869,0.889381,1.0,0.0,4.968539,0.610662,3.373066,0.883664,,,0.081126,0.0
114,other,35.0,0.0,0.0,,0.942857,0.530303,0.942857,0.818182,1.0,0.0,4.947972,0.405876,3.280953,0.79699,,,0.942857,0.621212,0.95122,0.948718,1.0,0.0,5.051703,0.454478,3.333487,0.825988,,,0.0,0.0
114,mixed,421.5,0.106762,0.002372,0.0,0.931198,0.351592,0.971014,0.910448,1.0,0.352459,4.765202,0.494579,3.144172,0.795755,3.241167,0.931762,0.931198,0.448408,0.982955,0.901734,1.0,0.0,4.960173,0.577301,3.294006,0.892494,,,0.102017,0.0
115,lvo,79.5,0.383648,0.062893,0.8,0.886792,0.687943,0.979381,0.884211,1.0,0.690476,4.4749,0.651941,3.633187,0.600324,3.534971,0.721486,0.886792,0.77305,1.0,0.917431,1.0,0.08,4.60781,0.724087,3.669107,0.743169,,,0.36478,0.050314
115,nlvo,411.0,0.120438,0.002433,0.5,0.765207,0.518283,0.941718,0.762215,1.0,0.405983,4.652124,0.547016,3.886635,0.699851,3.523121,0.734279,0.765207,0.616852,0.971649,0.867374,1.0,0.006116,4.817973,0.631336,4.000049,0.782303,,,0.115572,0.002433
115,other,60.0,0.0,0.0,,0.816667,0.602041,0.949153,0.803571,1.0,0.0,4.517442,0.488818,3.786958,0.665433,,,0.816667,0.693878,0.970588,0.954545,1.0,0.0,4.666084,0.595942,3.861113,0.702333,,,0.0,0.0
115,mixed,550.5,0.145322,0.010899,0.75,0.788374,0.5553,0.950207,0.792576,1.0,0.421488,4.599972,0.567146,3.821876,0.682454,3.527613,0.727096,0.788374,0.650922,0.976991,0.887681,1.0,0.020408,4.759148,0.651104,3.918089,0.775447,,,0.138965,0.009083
116,lvo,121.0,0.355372,0.107438,0.884615,0.896694,0.557604,1.0,0.942149,1.0,0.692982,4.590417,0.512503,3.101305,0.752138,3.068638,0.725702,0.896694,0.64977,1.0,0.957447,1.0,0.177778,4.749961,0.618162,3.177793,0.769716,4.414073,0.68452,0.326446,0.099174
116,nlvo,473.0,0.11945,0.0,,0.865751,0.345543,0.964664,0.864469,1.0,0.444915,4.695507,0.493613,3.478508,0.723465,3.16184,0.742814,0.865751,0.412698,0.97929,0.915408,1.0,0.0,4.855033,0.580803,3.551295,0.802757,,,0.110994,0.0
116,other,80.0,0.0,0.0,,0.85,0.595588,1.0,0.91358,1.0,0.0,4.59836,0.497737,3.403306,0.706662,,,0.85,0.683824,0.989247,0.956522,1.0,0.0,4.744819,0.602775,3.376778,0.851577,,,0.0,0.0
116,mixed,674.0,0.147626,0.019288,0.884615,0.869436,0.413823,0.979381,0.892632,1.0,0.433962,4.653064,0.50057,3.369597,0.743807,3.121824,0.734974,0.869436,0.488055,0.986014,0.932624,1.0,0.045627,4.811213,0.595066,3.429452,0.816888,4.414073,0.68452,0.136499,0.017804
117,lvo,57.0,0.184211,0.0,,0.508772,0.724138,1.0,1.0,1.0,0.5,4.397327,0.442649,2.426813,0.705708,4.180229,0.563326,0.508772,0.844828,1.0,0.938776,1.0,0.0,4.591914,0.632599,2.536252,0.849995,,,0.184211,0.0
117,nlvo,178.5,0.078431,0.002801,1.0,0.478992,0.596491,0.970588,0.919192,1.0,0.296703,4.575451,0.476406,2.65998,0.904903,4.259857,0.671867,0.478992,0.701754,0.975,0.948718,1.0,0.0,4.741158,0.592574,2.795556,0.939538,,,0.07563,0.0
117,other,38.0,0.0,0.0,,0.539474,0.731707,1.0,0.866667,1.0,0.0,4.709705,0.490049,2.925981,1.048458,,,0.539474,0.780488,1.0,0.9375,1.0,0.0,4.772939,0.535577,2.982338,1.051071,,,0.0,0.0
117,mixed,273.5,0.08958,0.001828,1.0,0.493601,0.644444,0.982759,0.929825,1.0,0.301887,4.555603,0.479196,2.649378,0.897486,4.22502,0.621566,0.493601,0.744444,0.985075,0.944444,1.0,0.0,4.709834,0.595036,2.761572,0.943872,,,0.087751,0.0
118,lvo,93.0,0.424731,0.043011,0.875,0.677419,0.84127,1.0,0.981132,1.0,0.740385,4.417717,0.483403,2.71224,0.627092,3.441538,0.698635,0.677419,0.896825,1.0,0.982301,1.0,0.063063,4.495586,0.558907,2.730569,0.639307,,,0.413978,0.037634
118,nlvo,331.0,0.101208,0.0,,0.678248,0.556793,0.96,0.825,1.0,0.338384,4.614023,0.520842,3.434882,0.979048,3.516809,0.524446,0.678248,0.690423,0.987097,0.849673,1.0,0.0,4.822036,0.633852,3.651023,1.074465,,,0.101208,0.0
118,other,70.0,0.0,0.0,,0.678571,0.747368,0.957746,0.941176,1.0,0.0,4.482796,0.657253,3.166004,0.977223,,,0.678571,0.810526,0.974026,0.973333,1.0,0.0,4.575192,0.707684,3.215237,1.028767,,,0.0,0.0
118,mixed,494.0,0.147773,0.008097,0.875,0.678138,0.637313,0.969555,0.884058,1.0,0.393443,4.543471,0.542782,3.205694,0.950198,3.47656,0.62271,0.678138,0.746269,0.988,0.898785,1.0,0.015766,4.710244,0.64513,3.374312,1.054658,,,0.145749,0.007085
119,lvo,97.0,0.216495,0.036082,0.714286,0.865979,0.690476,0.965517,0.866071,1.0,0.42268,4.667373,0.472323,3.295259,0.841006,3.436252,0.609506,0.865979,0.797619,0.977612,0.931298,1.0,0.04918,4.800873,0.557481,3.38542,0.876395,,,0.21134,0.030928
119,nlvo,428.0,0.075935,0.002336,0.0,0.799065,0.454678,0.919614,0.793706,1.0,0.277533,4.740873,0.527778,3.596148,0.898394,3.372146,0.78972,0.799065,0.583333,0.937343,0.852941,1.0,0.003135,4.949365,0.611009,3.755289,0.929715,,,0.073598,0.001168
119,other,69.5,0.0,0.0,,0.820144,0.587719,0.940299,0.888889,1.0,0.0,4.597842,0.728603,3.315595,0.782766,,,0.820144,0.675439,0.948052,0.931507,1.0,0.0,4.733828,0.766718,3.433817,0.865678,,,0.0,0.0
119,mixed,594.5,0.089992,0.007569,0.555556,0.812447,0.511387,0.933198,0.824295,1.0,0.273684,4.704215,0.548604,3.484707,0.879598,3.397419,0.721573,0.812447,0.63147,0.947541,0.880623,1.0,0.013752,4.889538,0.626385,3.630859,0.924097,,,0.087468,0.005887
